date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:06:16	45338/45338	---M--	200	added ('OK')	image/jpeg	etag:%2243c66c7e5fcb304823840138d1dfc6bb%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fcta-illustration-mobile.621dcd29.jpg&w=1920&q=100	C:/My%20Web%20Sites/huly-try/huly.io/_next/cta-illustration-mobile.621dcd29a5fe.jpg	(from https://huly.io/)
04:06:17	181869/181869	---M--	200	added ('OK')	image/jpeg	etag:%22ec7bdc279351b3c4c2d9e92db379c7e1%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fbillboard.a71a6e72.jpg&w=1920&q=75	C:/My%20Web%20Sites/huly-try/huly.io/_next/billboard.a71a6e72601f.jpg	(from https://huly.io/)
04:06:17	153744/153744	---M--	200	added ('OK')	image/jpeg	etag:%22a56478875c2f02874c35ece52f5a3245%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fcta-illustration.8178f665.jpg&w=3840&q=100	C:/My%20Web%20Sites/huly-try/huly.io/_next/cta-illustration.8178f665b4aa.jpg	(from https://huly.io/)
04:06:18	193918/193918	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Jul%202025%2007:46:34%20GMT	https://huly.io/legal/privacy	C:/My%20Web%20Sites/huly-try/huly.io/legal/privacy.html	(from https://huly.io/)
04:06:20	273581/273581	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jul%202025%2001:28:49%20GMT	https://huly.io/legal/terms	C:/My%20Web%20Sites/huly-try/huly.io/legal/terms.html	(from https://huly.io/)
04:06:21	3551/3551	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224a04e322571f878b20d27a3d950c7330%22	https://huly.io/_next/static/media/451c327bbe05656f879fee8b8cac7a62.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/451c327bbe05656f879fee8b8cac7a62.svg	(from https://huly.io/)
04:06:21	25908/25908	---M--	200	added ('OK')	font/woff2	etag:%2236dc2cc5faa772496f9f2d66c3bdc78b%22	https://huly.io/_next/static/media/55c55f0601d81cf3-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/55c55f0601d81cf3-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:22	11220/11220	---M--	200	added ('OK')	font/woff2	etag:%227dd4f045481b95b7b403240f5f7d9907%22	https://huly.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:23	19072/19072	---M--	200	added ('OK')	font/woff2	etag:%22b76aa2ff0502d66c99e2af713d9215a4%22	https://huly.io/_next/static/media/581909926a08bbc8-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/581909926a08bbc8-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:24	18820/18820	---M--	200	added ('OK')	font/woff2	etag:%221c3c264f3a97d751cd00dd85150c9556%22	https://huly.io/_next/static/media/26a46d62cd723877-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/26a46d62cd723877-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:24	10280/10280	---M--	200	added ('OK')	font/woff2	etag:%22d94807afa2f138697365a8bb35788563%22	https://huly.io/_next/static/media/df0a9ae256c0569c-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/df0a9ae256c0569c-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:26	7988/7988	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22050589457ea8ac7ae0de70235886c4fc%22	https://huly.io/_next/static/media/605116e35e25f0117c2a73be2f4271aa.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/605116e35e25f0117c2a73be2f4271aa.svg	(from https://huly.io/pricing)
04:06:26	85272/85272	---M--	200	added ('OK')	font/woff2	etag:%223556797f9a41b743c25785e286b0a7e6%22	https://huly.io/_next/static/media/8e9860b6e62d6359-s.woff2	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/8e9860b6e62d6359-s.woff2	(from https://huly.io/_next/static/css/a041dcbcef8326ab.css)
04:06:26	1868/1868	---MCZ	200	added ('OK')	text/css	etag:W/%22ee23d0ee80f321291cb4da5d7adf41c4%22	https://huly.io/_next/static/css/52f44d6bad6353a0.css	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/css/52f44d6bad6353a0.css	(from https://huly.io/pricing)
04:06:27	16505/16505	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ee00c56e7d090b37346f591958375531%22	https://huly.io/_next/static/chunks/4184-2cb8482d8afd07e6.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/4184-2cb8482d8afd07e6.js	(from https://huly.io/pricing)
04:06:29	35107/35107	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260f9237dc5eb631107719dc834a87fcc%22	https://huly.io/_next/static/chunks/5683-d01b460965d8a755.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/5683-d01b460965d8a755.js	(from https://huly.io/pricing)
04:06:29	19360/19360	---MCZ	200	added ('OK')	application/javascript	etag:W/%2291afeb849c6a37a4de4d60d8305f8eea%22	https://huly.io/_next/static/chunks/app/(website)/pricing/page-e9bb8276941c553e.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/app/(website)/pricing/page-e9bb8276941c553e.js	(from https://huly.io/pricing)
04:06:30	62015/62015	---M--	200	added ('OK')	image/png	etag:%223fd167b81fa7a18367debfa0bc140f02%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fvideo-fade.8c7d3d5c.png&w=1080&q=100	C:/My%20Web%20Sites/huly-try/huly.io/_next/video-fade.8c7d3d5c5d29.png	(from https://huly.io/pricing)
04:06:31	8749/8749	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f86b80333d2d527112b24528cdf7c670%22	https://huly.io/_next/static/media/a83ee981cdeb0c2c0bc39fbbdf2c8021.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/a83ee981cdeb0c2c0bc39fbbdf2c8021.svg	(from https://huly.io/pricing)
04:06:31	10626/10626	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9045a781bb68e6e19f9984e9d9ab00d%22	https://huly.io/_next/static/media/816e1749e599f0c1910dca4cf2ba1874.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/816e1749e599f0c1910dca4cf2ba1874.svg	(from https://huly.io/pricing)
04:06:32	9281/9281	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214272d0890447252049693fb471846f7%22	https://huly.io/_next/static/media/d4dded669f759215117627f39da233a5.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/d4dded669f759215117627f39da233a5.svg	(from https://huly.io/pricing)
04:06:34	9223/9223	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2216d7ab573ecd2ae35b476ad9e28228d3%22	https://huly.io/_next/static/media/d977b7bdfc9ca8c556b55c9d9b7986bd.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/d977b7bdfc9ca8c556b55c9d9b7986bd.svg	(from https://huly.io/pricing)
04:06:34	4898/4898	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2233dffa24bcd7f94269ed93ae295bd089%22	https://huly.io/_next/static/media/d04c16ea5ccc75d440a000d72188fe6d.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/d04c16ea5ccc75d440a000d72188fe6d.svg	(from https://huly.io/download)
04:06:34	40836/40836	---MCZ	200	added ('OK')	application/javascript	etag:W/%229b747bb356fb5ddaf0f36e27a6a4b45a%22	https://huly.io/_next/static/chunks/1196-e5198a2a0c766530.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/1196-e5198a2a0c766530.js	(from https://huly.io/download)
04:06:35	17938/17938	---MCZ	200	added ('OK')	application/javascript	etag:W/%225843db666a49b172bb351e28e0ae78aa%22	https://huly.io/_next/static/chunks/app/(website)/download/page-39876a35987d47fa.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/app/(website)/download/page-39876a35987d47fa.js	(from https://huly.io/download)
04:06:36	303712/303712	---M--	200	added ('OK')	image/png	etag:%220426cc9dbe4610a06aec8486e8954891%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhuly-social-logo.bdd703a1.png&w=384&q=75	C:/My%20Web%20Sites/huly-try/huly.io/_next/huly-social-logo.bdd703a1bd39.png	(from https://huly.io/download)
04:06:37	729/729	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ab14dd98512c1a866db4acfd0fa746eb%22	https://huly.io/_next/static/media/38e828248cfe4267bebec11dff576591.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/38e828248cfe4267bebec11dff576591.svg	(from https://huly.io/login)
04:06:37	1387/1387	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227fbbf96b23337f1dc9a59914cc456840%22	https://huly.io/_next/static/media/93487f9e8d46edd000f02623354df5e1.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/93487f9e8d46edd000f02623354df5e1.svg	(from https://huly.io/login)
04:06:38	15472/15472	---MCZ	200	added ('OK')	application/javascript	etag:W/%22facf8d1251953df9f0496ffc17417cf1%22	https://huly.io/_next/static/chunks/7373-f57f70c677475f38.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/7373-f57f70c677475f38.js	(from https://huly.io/login)
04:06:38	244/244	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ceb93b39f5e2306b4f83decebf8ec64e%22	https://huly.io/_next/static/chunks/app/(auth)/login/page-f1b17157ea1121b6.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/app/(auth)/login/page-f1b17157ea1121b6.js	(from https://huly.io/login)
04:06:39	2056/2056	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b17bce47edaf76018a96ec1cbb2a320c%22	https://huly.io/_next/static/media/208fbf2b13b6b83dadeeca849a1dd600.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/208fbf2b13b6b83dadeeca849a1dd600.svg	(from https://huly.io/login)
04:06:39	2011/2011	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224ee04a12d7132ec5c8c31a66aa606b26%22	https://huly.io/_next/static/media/c489348abc0625195334ee5f67ac7de9.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/c489348abc0625195334ee5f67ac7de9.svg	(from https://huly.io/login)
04:06:40	1296/1296	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c4b919cf12ee801bf6327882f6b71b96%22	https://huly.io/_next/static/media/3bc5be3742f9738f5cc92dd99ca8b0b0.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/3bc5be3742f9738f5cc92dd99ca8b0b0.svg	(from https://huly.io/login)
04:06:40	1278/1278	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2299484a0ba71d5ae3bb98f9ae82f01e0a%22	https://huly.io/_next/static/media/acc679e7dd004cb2d74880878f988fd1.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/acc679e7dd004cb2d74880878f988fd1.svg	(from https://huly.io/login)
04:06:41	740/740	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c908f292c7aa5d8d9273a257c7b7c42b%22	https://huly.io/_next/static/media/32e1c3b9e673e4ff754c5e08d689ba09.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/32e1c3b9e673e4ff754c5e08d689ba09.svg	(from https://huly.io/login)
04:06:41	1180/1180	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22685eaf005fcde01d56a74727dc5cf1c0%22	https://huly.io/_next/static/media/b5542d544a6d8da936225cf15b50b17c.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/b5542d544a6d8da936225cf15b50b17c.svg	(from https://huly.io/login)
04:06:42	3127/3127	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ae6b688683185a21d9cb5dfd6c56349f%22	https://huly.io/_next/static/media/2ee582ff1de332ce1b830df95b3f8bde.svg	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/media/2ee582ff1de332ce1b830df95b3f8bde.svg	(from https://huly.io/login)
04:06:42	29151/29151	---M--	200	added ('OK')	image/jpeg	etag:%22f03fc800efc1d1b0a4b5a13d2aba9f86%22	https://huly.io/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fform-pattern.270a3962.jpg&w=1080&q=99	C:/My%20Web%20Sites/huly-try/huly.io/_next/form-pattern.270a39620de6.jpg	(from https://huly.io/login)
04:06:44	1048209/1048209	---M--	200	added ('OK')	application/octet-stream	etag:%22e4e2fa15c7c2cd9e61c927b34ee8297d%22	https://huly.io/animations/pages/pricing/icons.riv	C:/My%20Web%20Sites/huly-try/huly.io/animations/pages/pricing/icons.riv	(from https://huly.io/pricing)
04:06:44	19083/19083	---MCZ	200	added ('OK')	application/javascript	etag:W/%2271e572c5b5bb0294599447686e4a6eda%22	https://huly.io/_next/static/chunks/app/(auth)/signup/page-cb0a86bf5d316b8e.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/app/(auth)/signup/page-cb0a86bf5d316b8e.js	(from https://huly.io/signup)
04:06:44	10116/10116	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d17e816fb1d29af6cdfaacf621c5459d%22	https://huly.io/_next/static/chunks/1438-244128a7f9224f10.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/1438-244128a7f9224f10.js	(from https://huly.io/legal/terms)
04:06:46	44623/44623	---MCZ	200	added ('OK')	application/javascript	etag:W/%227445ab78cd7434619b380823b9fc9e4f%22	https://huly.io/_next/static/chunks/407-af473f699522581a.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/407-af473f699522581a.js	(from https://huly.io/legal/terms)
04:06:46	10941/10941	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f832f86f3ee17ee9e45d2c4da5337c00%22	https://huly.io/_next/static/chunks/app/(website)/legal/%5Bslug%5D/page-6fbef7f8b5635103.js	C:/My%20Web%20Sites/huly-try/huly.io/_next/static/chunks/app/(website)/legal/[slug]/page-6fbef7f8b5635103.js	(from https://huly.io/legal/terms)
04:06:47	151/151	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jul%202025%2011:06:46%20GMT	https://huly.io/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/huly-try/huly.io/cdn-cgi/l/email-protection	(from https://huly.io/legal/terms)
04:06:50	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2016%20Jul%202025%2011:06:47%20GMT	https://huly.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/huly-try/huly.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://huly.io/legal/terms)
